Index,Traffic_Received,Traffic_Predicted
283,4,2
284,5,3
285,1,3
286,6,1
287,8,4
288,13,5
289,5,10
290,8,7
291,8,7
292,8,8
293,9,8
294,3,8
295,14,4
296,5,9
297,4,4
298,10,4
299,3,6
300,13,4
301,14,8
302,19,11
303,2,18
304,8,4
305,3,6
306,4,4
307,3,3
308,2,3
309,6,2
310,8,3
311,11,5
312,4,9
313,1,5
314,6,2
315,6,4
316,7,5
317,9,5
318,9,6
319,33,7
320,24,22
321,11,23
322,4,13
323,1,6
324,5,2
325,3,3
326,4,3
327,8,3
328,23,5
329,22,15
330,10,20
331,14,11
332,7,13
333,6,8
334,2,8
335,7,3
336,1,4
337,2,1
338,1,2
339,8,2
340,10,6
341,2,8
342,9,4
343,3,7
344,4,4
345,6,3
346,2,5
347,6,3
348,3,3
349,13,5
350,3,10
351,1,4
352,3,3
353,6,2
354,2,4
355,3,2
356,3,2
357,4,2
358,7,2
359,20,3
360,7,12
361,2,7
362,1,3
363,1,1
364,2,1
365,3,1
366,1,2
367,1,1
368,3,1
369,4,2
370,1,3
371,2,1
372,8,2
373,4,5
374,19,4
375,4,12
376,13,5
377,2,8
378,2,4
379,13,2
380,5,8
381,3,4
382,12,3
383,4,6
384,22,4
385,5,14
386,3,6
387,4,3
388,7,3
389,1,4
390,7,2
391,2,4
392,18,3
393,5,11
394,3,5
395,3,3
396,1,3
397,2,1
398,1,1
399,2,1
400,1,1
401,6,1
402,1,4
403,4,2
404,14,3
405,14,9
406,1,11
407,10,3
408,5,7
409,2,4
410,7,3
411,4,4
412,5,3
413,18,4
414,4,11
415,21,4
416,4,13
417,7,5
418,1,5
419,2,2
420,13,2
421,1,7
422,3,2
423,16,2
424,8,8
425,3,6
426,1,4
427,1,2
428,2,2
429,1,2
430,4,1
431,6,3
432,5,4
433,4,4
434,9,4
435,19,6
436,4,14
437,3,6
438,6,3
439,2,4
440,4,3
441,4,3
442,17,3
443,16,9
444,11,13
445,1,11
446,6,2
447,5,4
448,1,4
449,8,2
450,17,4
451,8,11
452,1,8
453,4,2
454,5,2
455,5,3
456,1,4
457,1,1
458,6,1
459,6,4
460,3,5
461,14,3
462,5,10
463,20,5
464,2,14
465,4,4
466,4,4
467,7,3
468,3,4
469,4,3
470,2,2
471,11,2
472,7,5
473,25,6
474,8,17
475,6,8
476,3,6
477,4,4
478,3,4
479,3,3
480,7,2
481,15,4
482,7,9
483,9,7
484,3,8
485,1,4
486,5,2
487,1,4
488,1,2
489,4,1
490,3,3
491,1,3
492,9,2
493,13,7
494,8,11
495,9,9
496,1,9
497,9,2
498,3,5
499,8,3
500,9,4
501,7,6
502,15,6
503,12,12
504,9,12
505,3,10
506,6,4
507,7,5
508,1,5
509,9,2
510,13,5
511,6,9
512,4,6
513,2,5
514,2,3
515,4,2
516,1,4
517,1,2
518,1,2
519,5,1
520,2,4
521,7,2
522,1,5
523,2,2
524,7,3
525,11,5
526,11,8
527,6,10
528,11,6
529,8,9
530,6,8
531,1,7
532,21,3
533,4,12
534,21,3
535,7,12
536,9,6
537,4,7
538,8,5
539,11,6
540,16,9
541,5,13
542,9,7
543,3,7
544,1,4
545,2,2
546,3,3
547,1,2
548,6,1
549,5,3
550,10,5
551,7,8
552,12,7
553,14,10
554,7,13
555,5,8
556,6,6
557,6,4
558,11,4
559,9,8
560,13,7
561,13,11
562,12,12
563,10,12
564,5,10
565,6,7
566,11,6
567,5,8
568,17,5
569,11,13
570,6,10
571,6,7
572,5,6
573,1,5
574,3,2
575,1,3
576,5,1
577,2,3
578,2,2
579,5,2
580,3,5
581,12,4
582,7,9
583,4,7
584,6,4
585,7,6
586,3,6
587,12,3
588,10,8
589,12,8
590,12,9
591,12,11
592,11,11
593,12,11
594,4,11
595,7,7
596,11,6
597,12,8
598,6,10
599,19,7
600,9,16
601,15,9
602,10,13
603,6,10
604,5,8
605,3,6
606,3,4
607,8,3
608,5,5
609,5,4
610,7,5
611,8,5
612,24,7
613,28,18
614,15,24
615,11,16
616,4,12
617,1,7
618,6,3
619,11,4
620,5,6
621,22,5
622,9,16
623,5,8
624,6,7
625,10,7
626,16,9
627,5,13
628,1,5
629,6,2
630,7,4
631,6,5
632,23,5
633,3,15
634,10,4
635,5,7
636,2,6
637,15,2
638,12,8
639,4,9
640,5,5
641,1,5
642,7,2
643,7,4
644,13,6
645,15,10
646,11,13
647,13,10
648,3,12
649,4,6
650,4,5
651,9,5
652,5,5
653,11,4
654,13,7
655,4,10
656,11,6
657,18,9
658,8,16
659,3,9
660,3,5
661,2,4
662,3,2
663,11,2
664,10,5
665,5,7
666,2,5
667,6,3
668,6,4
669,1,6
670,15,2
671,18,10
672,18,14
673,10,17
674,9,11
675,23,9
676,12,19
677,3,12
678,1,6
679,3,2
680,2,2
681,2,2
682,1,2
683,3,1
684,2,2
685,8,2
686,5,6
687,6,4
688,11,6
689,8,8
690,6,8
691,3,7
692,8,4
693,8,6
694,5,6
695,15,5
696,8,10
697,22,8
698,6,17
699,2,7
700,6,5
701,5,4
702,7,4
703,11,4
704,15,6
705,8,12
706,14,8
707,3,12
708,4,6
709,1,4
710,3,2
711,6,2
712,7,4
713,7,4
714,1,5
715,10,2
716,13,7
717,4,11
718,4,6
719,18,4
720,9,11
721,7,8
722,21,8
723,19,17
724,9,17
725,4,9
726,10,6
727,6,8
728,13,5
729,12,10
730,18,11
731,5,16
732,2,7
733,4,4
734,2,3
735,4,3
736,1,3
737,1,2
738,6,1
739,18,4
740,1,14
741,6,2
742,5,4
743,9,5
744,5,7
745,17,4
746,5,11
747,2,4
748,2,2
749,11,2
750,5,5
751,3,5
752,10,4
753,8,6
754,10,6
755,16,9
756,15,14
757,10,13
758,8,10
759,4,9
760,2,7
761,4,3
762,8,3
763,9,4
764,9,6
765,4,8
766,5,5
767,2,5
768,1,5
769,23,2
770,2,11
771,4,3
772,2,3
773,2,2
774,1,2
775,2,2
776,5,2
777,7,3
778,17,3
779,5,11
780,15,5
781,7,11
782,10,7
783,16,8
784,11,13
785,5,10
786,3,7
787,2,4
788,3,3
789,5,2
790,6,3
791,2,4
792,10,3
793,15,6
794,3,12
795,6,6
796,11,5
797,6,8
798,17,6
799,13,13
800,7,12
801,7,7
802,7,7
803,1,7
804,3,2
805,1,2
806,3,1
807,4,2
808,9,3
809,2,7
810,5,3
811,16,4
812,13,12
813,11,12
814,7,10
815,4,7
816,9,4
817,3,8
818,5,4
819,2,3
820,13,2
821,9,7
822,30,7
823,11,20
824,7,11
825,5,8
826,11,6
827,8,9
828,7,8
829,12,6
830,12,9
831,17,10
832,9,15
833,2,10
834,10,5
835,2,8
836,2,3
837,10,3
838,3,5
839,4,3
840,2,3
841,6,2
842,7,5
843,1,5
844,3,2
845,1,2
846,4,1
847,2,3
848,1,2
849,5,1
850,5,5
851,12,6
852,14,9
853,13,13
854,5,12
855,4,8
856,4,5
857,8,3
858,9,5
859,1,6
860,13,2
861,7,8
862,13,6
863,11,10
864,21,10
865,7,18
866,5,8
867,8,6
868,1,7
869,6,2
870,9,4
871,7,5
872,18,5
873,8,13
874,3,8
875,1,5
876,3,2
877,1,3
878,1,0
879,1,0
880,1,0
881,1,0
882,229,0
883,5,14
884,9,7
885,1,8
886,60,1
887,3,14
888,1,4
889,37,1
890,15,9
891,8,12
892,1,8
893,2,3
894,1,3
895,1,2
896,1,1
897,1,0
898,1,0
899,1,2
900,1,1
901,1,1
902,1,1
903,47,1
904,5,9
905,8,5
906,28,6
907,10,18
908,4,11
909,13,7
910,13,11
911,8,12
912,12,8
913,13,10
914,1,11
915,5,3
916,12,5
917,9,8
918,8,8
919,7,8
920,1,7
921,5,2
922,1,5
923,1,2
924,1,2
925,3,1
926,1,2
927,3,2
928,2,3
929,10,3
930,1,8
931,12,3
932,6,9
933,5,6
934,8,5
935,2,6
936,14,3
937,5,9
938,10,4
939,7,7
940,2,6
941,8,3
942,10,5
943,15,7
944,6,12
945,4,6
946,2,5
947,6,2
948,4,4
949,8,3
950,1,5
951,9,2
952,6,6
953,15,6
954,12,12
955,6,10
956,23,8
957,21,18
958,8,19
959,3,10
960,6,4
961,4,5
962,1,4
963,2,2
964,4,2
965,1,3
966,4,1
967,2,3
968,1,3
969,9,2
970,1,7
971,8,2
972,10,6
973,3,8
974,25,4
975,4,14
976,1,6
977,4,1
978,1,2
979,1,1
980,1,0
981,1,1
982,7,0
983,3,3
984,1,3
985,12,1
986,13,6
987,7,9
988,4,7
989,2,5
990,1,3
991,1,2
992,18,2
993,9,9
994,38,6
995,9,21
996,2,10
997,10,5
998,4,7
999,1,5
1000,3,2
1001,5,2
1002,13,3
1003,7,7
1004,4,7
1005,3,4
1006,3,4
1007,1,4
1008,4,2
1009,1,3
1010,1,2
1011,3,1
1012,1,2
1013,5,2
1014,10,4
1015,6,7
1016,15,7
1017,7,12
1018,1,7
1019,6,3
1020,1,4
1021,4,2
1022,7,2
1023,5,3
1024,10,3
1025,11,6
1026,24,9
1027,11,19
1028,19,11
1029,10,17
1030,3,10
1031,2,5
1032,6,3
1033,5,4
1034,9,4
1035,15,5
1036,6,12
1037,2,6
1038,2,4
1039,4,3
1040,1,3
1041,5,1
1042,6,4
1043,4,5
1044,6,4
1045,11,6
1046,3,9
1047,5,5
1048,8,5
1049,1,6
1050,3,3
1051,8,3
1052,13,5
1053,24,9
1054,9,19
1055,4,10
1056,5,5
1057,5,5
1058,11,5
1059,12,7
1060,13,9
1061,1,12
1062,5,4
1063,1,6
1064,1,3
1065,1,2
1066,1,1
1067,1,1
1068,1,1
1069,1,1
1070,21,1
1071,6,9
1072,1,5
1073,5,2
1074,4,3
1075,20,3
1076,9,11
1077,1,7
1078,10,2
1079,20,5
1080,17,14
1081,1,15
1082,10,3
1083,4,6
1084,9,4
1085,15,7
1086,18,12
1087,11,15
1088,8,10
1089,11,9
1090,8,11
1091,15,8
1092,7,13
1093,1,7
1094,9,2
1095,7,5
1096,1,6
1097,1,2
1098,2,1
1099,9,2
1100,11,6
1101,12,7
1102,9,10
1103,6,10
1104,6,7
1105,1,7
1106,4,3
1107,2,4
1108,8,2
1109,15,4
1110,1,9
1111,1,2
1112,1,2
1113,1,1
1114,81,0
1115,14,10
1116,7,12
1117,3,7
1118,1,4
1119,1,2
1120,3,1
1121,1,1
1122,1,1
1123,5,1
1124,2,3
1125,7,2
1126,3,4
1127,3,3
1128,7,3
1129,2,5
1130,4,4
1131,5,3
1132,5,4
1133,1,4
1134,7,2
1135,19,4
1136,15,11
1137,19,12
1138,4,17
1139,8,7
1140,4,7
1141,9,5
1142,12,6
1143,16,9
1144,5,14
1145,1,6
1146,30,1
1147,13,11
1148,5,11
1149,3,7
1150,9,4
1151,5,7
1152,1,4
1153,28,2
1154,8,11
1155,2,6
1156,6,4
1157,1,5
1158,6,1
1159,5,3
1160,4,3
1161,8,4
1162,6,6
1163,13,6
1164,5,11
1165,4,6
1166,8,5
1167,5,5
1168,3,4
1169,8,4
1170,19,4
1171,11,13
1172,25,9
1173,4,20
1174,8,6
1175,4,7
1176,3,5
1177,3,3
1178,1,3
1179,1,2
1180,2,2
1181,10,2
1182,21,5
1183,8,15
1184,8,8
1185,2,8
1186,1,4
1187,3,2
1188,3,2
1189,1,2
1190,4,1
1191,3,2
1192,2,2
1193,2,2
1194,13,2
1195,2,8
1196,4,3
1197,32,3
1198,2,15
1199,11,4
1200,6,8
1201,9,6
1202,1,6
1203,1,1
1204,1,1
1205,2,0
1206,6,1
1207,6,4
1208,12,5
1209,6,9
1210,7,7
1211,2,7
1212,1,3
1213,2,2
1214,1,2
1215,1,1
1216,2,0
1217,1,1
1218,1,0
1219,1,0
1220,1,0
1221,1,0
1222,20,2
1223,20,10
1224,22,16
1225,8,20
1226,4,10
1227,4,7
1228,4,6
1229,7,3
1230,2,5
1231,4,2
1232,3,2
1233,2,3
1234,3,2
1235,5,2
1236,1,4
1237,6,2
1238,3,4
1239,2,4
1240,4,2
1241,5,4
1242,6,4
1243,5,5
1244,31,5
1245,4,17
1246,5,6
1247,6,6
1248,6,5
1249,6,5
1250,3,5
1251,6,4
1252,6,5
1253,13,4
1254,6,8
1255,27,7
1256,16,18
1257,14,16
1258,13,14
1259,21,13
1260,12,19
1261,8,13
1262,6,9
1263,1,7
1264,1,3
1265,9,2
1266,3,5
1267,9,3
1268,7,5
1269,14,5
1270,5,11
1271,15,7
1272,1,13
1273,7,3
1274,6,5
1275,4,5
1276,4,3
1277,6,3
1278,2,4
1279,1,3
1280,9,2
1281,3,5
1282,2,3
1283,3,3
1284,8,3
1285,9,6
1286,8,8
1287,9,8
1288,1,7
1289,2,3
1290,2,2
1291,1,2
1292,1,2
1293,1,1
1294,1,0
1295,1,0
1296,1,0
1297,1,0
1298,5,2
1299,1,4
1300,1,2
1301,3,1
1302,1,3
1303,1,1
1304,1,1
1305,7,1
1306,7,5
1307,2,6
1308,4,3
1309,16,4
1310,6,10
1311,8,6
1312,3,7
1313,5,4
1314,3,3
1315,1,3
1316,10,2
1317,9,6
1318,3,5
1319,19,4
1320,3,13
1321,4,4
1322,5,4
1323,2,4
1324,2,2
1325,10,2
1326,17,4
1327,9,11
1328,3,7
1329,6,5
1330,6,4
1331,1,6
1332,1,1
1333,8,1
1334,1,4
1335,13,1
1336,5,8
1337,7,5
1338,14,6
1339,4,10
1340,3,5
1341,10,3
1342,1,6
1343,13,2
1344,9,7
1345,8,7
1346,9,6
1347,24,7
1348,6,18
1349,2,7
1350,5,3
1351,6,4
1352,7,4
1353,2,5
1354,3,3
1355,12,3
1356,5,6
1357,9,6
1358,1,8
1359,4,3
1360,1,3
1361,1,2
1362,4,1
1363,1,3
1364,7,1
1365,5,5
1366,7,5
1367,28,6
1368,6,17
1369,6,8
1370,5,7
1371,3,6
1372,6,3
1373,13,4
1374,11,8
1375,7,8
1376,4,7
1377,7,6
1378,12,7
1379,17,10
1380,22,15
1381,4,20
1382,7,6
1383,2,6
1384,3,4
1385,2,3
1386,2,2
1387,6,2
1388,18,3
1389,8,11
1390,6,7
1391,2,7
1392,5,4
1393,1,4
1394,2,2
1395,1,2
1396,1,1
1397,1,1
1398,6,1
1399,1,4
1400,4,2
1401,27,3
1402,6,13
1403,1,7
1404,3,3
1405,5,2
1406,2,3
1407,11,2
1408,13,4
1409,6,8
1410,12,6
1411,9,9
1412,7,9
1413,2,8
1414,5,4
1415,2,4
1416,1,2
1417,1,2
1418,8,2
1419,15,5
1420,6,10
1421,6,7
1422,7,6
1423,1,6
1424,1,2
1425,2,2
1426,2,2
1427,1,2
1428,5,1
1429,4,4
1430,1,3
1431,3,2
1432,7,4
1433,11,6
1434,20,8
1435,6,16
1436,6,7
1437,1,6
1438,8,2
1439,9,4
1440,15,6
1441,12,11
1442,8,10
1443,6,9
1444,6,7
1445,4,7
1446,1,5
1447,22,2
1448,1,11
1449,2,2
1450,16,2
1451,15,8
1452,17,11
1453,8,14
1454,2,9
1455,6,3
1456,1,5
1457,3,2
1458,2,2
1459,1,2
1460,4,2
1461,2,3
1462,5,2
1463,5,5
1464,6,5
1465,13,5
1466,11,9
1467,6,10
1468,2,7
1469,2,4
1470,9,2
1471,4,5
1472,13,4
1473,12,7
1474,12,9
1475,8,11
1476,4,9
1477,2,6
1478,2,3
1479,6,2
1480,7,3
1481,11,4
1482,4,6
1483,3,5
1484,7,4
1485,10,6
1486,16,8
1487,3,14
1488,8,5
1489,3,6
1490,9,4
1491,13,7
1492,6,10
1493,1,6
1494,6,2
1495,1,5
1496,2,2
1497,2,2
1498,7,2
1499,7,5
1500,4,6
1501,11,4
1502,11,7
1503,9,10
1504,10,10
1505,2,10
1506,4,4
1507,10,4
1508,5,6
1509,2,4
1510,12,3
1511,11,7
1512,18,9
1513,6,16
1514,4,7
1515,6,5
1516,3,5
1517,9,4
1518,10,5
1519,2,7
1520,4,3
1521,5,4
1522,1,4
1523,8,1
1524,3,6
1525,8,4
1526,3,6
1527,17,4
1528,29,13
1529,6,23
1530,5,9
1531,4,6
1532,1,5
1533,12,2
1534,2,8
1535,2,2
1536,12,2
1537,11,5
1538,1,8
1539,5,3
1540,4,4
1541,8,4
1542,7,4
1543,7,6
1544,17,6
1545,8,13
1546,11,8
1547,7,11
1548,3,7
1549,2,4
1550,13,2
1551,12,8
1552,6,8
1553,5,6
1554,6,5
1555,4,5
1556,6,5
1557,2,6
1558,1,4
1559,1,2
1560,10,2
1561,7,6
1562,9,6
1563,20,7
1564,18,17
1565,9,17
1566,2,10
1567,8,5
1568,2,6
1569,21,3
1570,5,12
1571,4,4
1572,8,3
1573,4,4
1574,18,5
1575,6,13
1576,5,6
1577,11,5
1578,5,7
1579,2,6
1580,5,3
1581,3,3
1582,12,3
1583,14,7
1584,2,11
1585,1,3
1586,7,2
1587,3,5
1588,9,3
1589,1,6
1590,3,2
1591,6,2
1592,7,5
1593,4,6
1594,5,4
1595,10,4
1596,4,6
1597,11,6
1598,12,9
1599,12,11
1600,4,11
1601,6,6
1602,10,6
1603,8,8
1604,5,8
1605,3,5
1606,4,3
1607,1,4
1608,3,3
1609,14,3
1610,15,8
1611,21,13
1612,8,19
1613,8,9
1614,8,9
1615,1,8
1616,10,3
1617,13,8
1618,8,9
1619,1,8
1620,10,2
1621,3,6
1622,1,4
1623,1,2
1624,1,2
1625,6,1
1626,2,4
1627,6,2
1628,15,4
1629,9,11
1630,15,9
1631,4,13
1632,1,6
1633,7,2
1634,6,5
1635,3,5
1636,5,2
1637,9,3
1638,25,4
1639,11,15
1640,16,10
1641,9,14
1642,8,9
1643,18,9
1644,5,15
1645,4,5
1646,2,4
1647,2,3
1648,7,2
1649,15,4
1650,18,10
1651,12,15
1652,10,12
1653,11,11
1654,1,11
1655,5,4
1656,1,5
1657,2,2
1658,1,2
1659,6,1
1660,1,3
1661,2,2
1662,5,2
1663,10,4
1664,10,7
1665,13,9
1666,3,11
1667,1,5
1668,2,3
1669,4,2
1670,3,3
1671,14,3
1672,10,8
1673,23,7
1674,8,17
1675,6,9
1676,1,7
1677,1,3
1678,11,2
1679,11,5
1680,4,7
1681,1,4
1682,4,3
1683,3,3
1684,8,3
1685,2,6
1686,20,2
1687,20,11
1688,4,16
1689,10,6
1690,15,8
1691,5,12
1692,5,6
1693,10,6
1694,8,8
1695,6,6
1696,3,5
1697,22,4
1698,4,15
1699,3,4
1700,16,4
1701,17,10
1702,9,14
1703,4,9
1704,7,5
1705,1,5
1706,6,2
1707,1,4
1708,5,2
1709,1,3
1710,1,1
1711,10,1
1712,6,8
1713,2,6
1714,8,3
1715,13,5
1716,10,10
1717,3,9
1718,9,5
1719,2,7
1720,6,2
1721,3,4
1722,11,3
1723,4,6
1724,5,4
1725,14,5
1726,19,9
1727,7,16
1728,6,7
1729,7,6
1730,8,6
1731,5,6
1732,6,5
1733,6,5
1734,5,5
1735,10,5
1736,11,7
1737,5,9
1738,7,6
1739,4,7
1740,4,7
1741,5,4
1742,10,4
1743,16,7
1744,13,13
1745,3,12
1746,20,6
1747,7,15
1748,17,7
1749,8,14
1750,5,8
1751,3,6
1752,6,3
1753,5,4
1754,5,4
1755,4,4
1756,7,3
1757,26,4
1758,14,15
1759,27,13
1760,13,23
1761,19,14
1762,5,18
1763,6,8
1764,1,6
1765,3,2
1766,1,2
1767,3,2
1768,2,2
1769,4,2
1770,1,3
1771,8,2
1772,12,6
1773,4,9
1774,3,7
1775,1,4
1776,6,2
1777,2,4
1778,5,3
1779,17,3
1780,4,10
1781,26,4
1782,3,15
1783,3,5
1784,3,3
1785,7,2
1786,4,4
1787,2,3
1788,15,2
1789,10,7
1790,7,8
1791,1,7
1792,2,2
1793,12,2
1794,7,7
1795,9,6
1796,13,6
1797,14,10
1798,9,12
1799,8,9
1800,16,9
1801,11,14
1802,11,10
1803,2,10
1804,1,5
1805,4,2
1806,1,3
1807,1,1
1808,3,1
1809,1,3
1810,7,1
1811,7,5
1812,12,6
1813,16,10
1814,7,14
1815,4,8
1816,5,6
1817,1,5
1818,3,1
1819,7,2
1820,1,3
1821,2,1
1822,3,2
1823,1,2
1824,6,2
1825,10,3
1826,15,7
1827,5,13
1828,7,6
1829,1,5
1830,11,2
1831,1,7
1832,10,2
1833,7,5
1834,14,4
1835,6,9
1836,30,6
1837,4,19
1838,2,7
1839,4,3
1840,4,3
1841,4,3
1842,18,3
1843,6,10
1844,5,5
1845,6,4
1846,4,5
1847,5,5
1848,12,5
1849,3,7
1850,18,4
1851,12,13
1852,6,10
1853,13,7
1854,5,10
1855,20,7
1856,7,16
1857,3,7
1858,1,5
1859,5,1
1860,5,3
1861,1,3
1862,1,2
1863,11,2
1864,6,7
1865,7,5
1866,3,5
1867,8,5
1868,19,7
1869,1,15
1870,1,3
1871,8,2
1872,4,3
1873,6,3
1874,21,4
1875,10,13
1876,23,8
1877,9,18
1878,4,10
1879,6,7
1880,10,5
1881,10,7
1882,4,8
1883,4,5
1884,1,4
1885,1,2
1886,6,2
1887,8,4
1888,5,5
1889,4,5
1890,9,5
1891,30,7
1892,14,20
1893,14,15
1894,4,14
1895,2,7
1896,3,3
1897,1,3
1898,3,2
1899,6,2
1900,1,3
1901,3,2
1902,3,3
1903,5,4
1904,11,4
1905,5,8
1906,6,6
1907,14,5
1908,3,11
1909,13,5
1910,3,9
1911,1,4
1912,10,2
1913,20,5
1914,7,13
1915,22,6
1916,2,16
1917,2,4
1918,2,3
1919,6,2
1920,16,3
1921,8,8
1922,5,6
1923,1,5
1924,2,2
1925,7,2
1926,1,4
1927,1,1
1928,6,1
1929,1,4
1930,1,2
1931,1,1
1932,3,1
1933,6,2
1934,10,4
1935,1,8
1936,3,3
1937,2,3
1938,3,2
1939,6,2
1940,17,4
1941,8,10
1942,30,6
1943,3,19
1944,5,6
1945,4,5
1946,10,4
1947,14,7
1948,7,10
1949,5,7
1950,3,5
1951,2,3
1952,4,3
1953,4,4
1954,1,4
1955,2,2
1956,6,2
1957,4,5
1958,1,4
1959,2,2
1960,1,3
1961,8,2
1962,14,6
1963,3,11
1964,4,4
1965,1,4
1966,1,2
1967,19,2
1968,8,10
1969,31,5
1970,1,18
1971,2,4
1972,3,3
1973,2,2
1974,1,2
1975,13,1
1976,6,6
1977,4,4
1978,4,5
1979,3,4
1980,5,3
1981,5,4
1982,1,4
1983,3,1
1984,2,2
1985,6,2
1986,1,4
1987,9,1
1988,18,6
1989,3,13
1990,2,4
1991,3,3
1992,7,2
1993,6,3
1994,13,5
1995,11,9
1996,19,8
1997,16,16
1998,2,15
1999,4,5
2000,4,4
2001,17,3
2002,5,10
2003,2,4
2004,6,3
2005,5,4
2006,1,4
2007,7,1
2008,3,5
2009,1,4
2010,10,2
2011,14,7
2012,1,11
2013,4,3
2014,1,4
2015,4,1
2016,3,3
2017,14,2
2018,10,8
2019,33,6
2020,3,20
2021,7,6
2022,2,6
2023,18,3
2024,5,12
2025,2,4
2026,2,2
2027,2,2
2028,5,2
2029,1,3
2030,1,1
2031,6,1
2032,1,4
2033,7,1
2034,1,4
2035,3,2
2036,5,3
2037,13,4
2038,4,7
2039,4,6
2040,8,5
2041,5,6
2042,10,6
2043,23,8
2044,11,17
2045,5,10
2046,1,6
2047,5,2
2048,3,3
2049,6,2
2050,4,4
2051,1,4
2052,16,2
2053,1,11
2054,4,3
2055,1,3
2056,2,1
2057,7,2
2058,17,4
2059,13,10
2060,16,10
2061,5,14
2062,3,7
2063,2,4
2064,11,3
2065,17,7
2066,3,13
2067,2,4
2068,3,2
2069,6,3
2070,3,4
2071,1,3
2072,12,2
2073,20,7
2074,27,15
2075,13,22
2076,1,14
2077,1,3
2078,3,2
2079,8,3
2080,6,4
2081,9,4
2082,8,6
2083,6,7
2084,6,8
2085,5,7
2086,19,6
2087,14,14
2088,4,12
2089,5,6
2090,2,5
2091,3,3
2092,3,3
2093,6,3
2094,6,4
2095,10,4
2096,13,6
2097,9,11
2098,4,9
2099,12,6
2100,23,10
2101,16,19
2102,9,15
2103,9,10
2104,6,9
2105,2,7
2106,3,4
2107,4,3
2108,1,3
2109,1,2
2110,2,2
2111,5,2
2112,8,4
2113,10,7
2114,6,8
2115,7,7
2116,8,8
2117,5,8
2118,9,7
2119,4,8
2120,14,5
2121,4,10
2122,5,5
2123,11,5
2124,20,7
2125,7,16
2126,7,8
2127,7,6
2128,2,6
2129,10,3
2130,9,7
2131,3,7
2132,3,4
2133,2,3
2134,1,2
2135,3,2
