epoch,step,min,max,mean,std
1,100,-1.1468877792358398,0.3977309465408325,-0.4131243824958801,0.3421884775161743
2,200,-2.2268614768981934,2.267211437225342,-0.2815290689468384,0.8412426114082336
3,300,-1.2752519845962524,2.339505195617676,0.06697212159633636,0.5635592341423035
4,400,-6.332644462585449,5.918150901794434,0.7400579452514648,1.9920587539672852
5,500,-5.428696632385254,4.640286922454834,0.4761972427368164,1.7275646924972534
6,600,-4.593480587005615,4.980474472045898,-0.2657564580440521,1.5900236368179321
7,700,-5.503356456756592,6.550450325012207,0.5072540044784546,1.8702389001846313
8,800,-15.396808624267578,19.427852630615234,1.4252119064331055,6.442753791809082
9,900,-30.08745765686035,47.4073371887207,3.068129539489746,13.401293754577637
10,1000,-27.321918487548828,13.216001510620117,-1.527121663093567,6.395486354827881
11,1100,-30.916337966918945,14.111721992492676,-0.9701036214828491,6.103147029876709
12,1200,-30.416748046875,26.21485710144043,-0.2859888970851898,3.9719345569610596
13,1300,-45.36991882324219,23.52421760559082,-1.1546504497528076,8.679780960083008
14,1400,-49.434146881103516,70.9884262084961,4.376740455627441,17.567428588867188
15,1500,-44.14551544189453,107.99593353271484,6.809528827667236,25.27552604675293
16,1600,-72.7353744506836,131.02879333496094,9.18072509765625,37.18438720703125
17,1700,-73.50786590576172,138.00765991210938,10.64410400390625,38.67886734008789
18,1800,-109.67349243164062,93.2791976928711,-10.80592155456543,43.651100158691406
19,1900,-109.49026489257812,174.23428344726562,12.886287689208984,55.67921447753906
20,2000,-61.31377410888672,71.26044464111328,1.694126844406128,13.467537879943848
21,2100,-65.67021179199219,114.14998626708984,7.826807022094727,35.440086364746094
22,2200,-98.35098266601562,107.63392639160156,4.056541442871094,25.35538101196289
23,2300,-82.09905242919922,44.923789978027344,-1.1188428401947021,10.09345817565918
24,2400,-100.05229949951172,45.41440200805664,-5.133581161499023,20.6015625
25,2500,-185.7458038330078,353.4850769042969,22.966571807861328,100.78730010986328
26,2600,-192.18112182617188,323.9171447753906,24.862220764160156,103.25431060791016
27,2700,-108.46571350097656,85.02848815917969,-11.102874755859375,40.10043716430664
28,2800,-160.8199920654297,314.653564453125,24.306970596313477,90.01779174804688
29,2900,-332.2159118652344,212.4827423095703,-29.86353302001953,111.16549682617188
30,3000,-97.1652603149414,56.29180145263672,-6.17592716217041,27.586772918701172
31,3100,-362.73480224609375,569.4411010742188,41.56236267089844,187.805419921875
32,3200,-110.51408386230469,98.57257080078125,1.1119898557662964,18.377422332763672
33,3300,-87.84790802001953,186.73605346679688,12.533008575439453,47.6172981262207
34,3400,-99.28517150878906,77.36518096923828,0.49180275201797485,15.929811477661133
35,3500,-209.00904846191406,103.11994171142578,-15.455239295959473,55.0161247253418
36,3600,-154.55609130859375,79.53514862060547,-14.995285034179688,42.1761474609375
37,3700,-268.88702392578125,583.7052612304688,48.85067367553711,158.7547607421875
38,3800,-279.435302734375,189.64447021484375,-22.634544372558594,88.74586486816406
39,3900,-128.78851318359375,189.29257202148438,6.605332374572754,61.41365432739258
40,4000,-88.56671905517578,221.32391357421875,15.321866989135742,53.333091735839844
41,4100,-99.67877197265625,133.03529357910156,3.557525634765625,19.707298278808594
42,4200,-145.4368896484375,90.27537536621094,-6.735470771789551,37.560970306396484
43,4300,-404.3836669921875,233.8304901123047,-34.57936096191406,124.27763366699219
44,4400,-192.9347686767578,224.71493530273438,5.923155784606934,52.687744140625
45,4500,-108.31997680664062,239.2534637451172,12.603455543518066,52.739227294921875
46,4600,-115.30642700195312,159.10569763183594,8.970035552978516,33.84467315673828
47,4700,-187.7507781982422,477.6623840332031,27.93651580810547,101.44831085205078
48,4800,-549.2322387695312,1111.9840087890625,78.41409301757812,294.60333251953125
49,4900,-94.48404693603516,252.939208984375,15.839698791503906,49.77333068847656
50,5000,-124.86256408691406,96.32491302490234,-6.21110725402832,34.946495056152344
