1,100,0.0036815810203552246
2,200,0.0038188862800598144
3,300,0.003259885311126709
4,400,0.003093574047088623
5,500,0.003397517204284668
6,600,0.002776222229003906
7,700,0.0033171629905700685
8,800,0.0037882471084594725
9,900,0.005434660911560058
10,1000,0.004775938987731934
11,1100,0.005089108943939209
12,1200,0.00424433708190918
13,1300,0.005586254596710205
14,1400,0.006357300281524658
15,1500,0.0053606414794921875
16,1600,0.004782259464263916
17,1700,0.004595506191253662
18,1800,0.00559622049331665
19,1900,0.005549619197845459
20,2000,0.0039322757720947265
21,2100,0.004621963500976562
22,2200,0.003677418231964111
23,2300,0.004740395545959473
24,2400,0.0038068485260009765
25,2500,0.004365212917327881
26,2600,0.0050263071060180665
27,2700,0.0032726383209228517
28,2800,0.003518834114074707
29,2900,0.0033420300483703613
30,3000,0.005231797695159912
31,3100,0.004575827121734619
32,3200,0.0038129854202270507
33,3300,0.004824478626251221
34,3400,0.003922901153564453
35,3500,0.0034263801574707033
36,3600,0.003586905002593994
37,3700,0.0037567448616027833
38,3800,0.003309192657470703
39,3900,0.004516603946685791
40,4000,0.004502415657043457
41,4100,0.0039937376976013185
42,4200,0.004236116409301758
43,4300,0.004192566871643067
44,4400,0.004464342594146729
45,4500,0.0033820080757141113
46,4600,0.004584050178527832
47,4700,0.003517303466796875
48,4800,0.0034717440605163572
49,4900,0.004382867813110352
50,5000,0.003719027042388916
