epoch,step,min,max,mean,std
1,100,-0.00048108515329658985,0.0024130954407155514,0.0003728420124389231,0.0005739294574595988
2,200,-0.00040534004801884294,0.00032423323136754334,-1.9964983948739246e-05,9.53182898228988e-05
3,300,-0.007745647802948952,4.244079900672659e-05,-0.0014062549453228712,0.001999248517677188
4,400,-0.012335841543972492,0.00010688153270166367,-0.002013236051425338,0.002877103164792061
5,500,-0.03466203808784485,0.0018313315231353045,-0.004761525429785252,0.007234123069792986
6,600,-0.0058061000891029835,6.420359568437561e-05,-0.00088274828158319,0.0012311461614444852
7,700,-0.000244360911892727,0.014417685568332672,0.0019072175491601229,0.002812444232404232
8,800,-0.051592979580163956,0.00017058555386029184,-0.006879317108541727,0.010141255334019661
9,900,-6.717550422763452e-05,0.01735125295817852,0.0025673797354102135,0.0035304015036672354
10,1000,-0.02295737899839878,3.080496389884502e-05,-0.003125185379758477,0.0045049129985272884
11,1100,-0.04849432408809662,0.0001988964795600623,-0.006543254945427179,0.009493018500506878
12,1200,-0.00015046782209537923,0.014407450333237648,0.0019884039647877216,0.0028652488254010677
13,1300,-0.02126120962202549,0.0016333003295585513,-0.002676578238606453,0.004108906723558903
14,1400,-0.003338804468512535,0.06447185575962067,0.008321480825543404,0.012587601318955421
15,1500,-0.06721189618110657,0.0018713718745857477,-0.008930242620408535,0.0131670031696558
16,1600,-0.004579495172947645,0.02001534029841423,0.002614304656162858,0.003970644902437925
17,1700,-0.012374082580208778,0.00013973750174045563,-0.002097139600664377,0.002683828352019191
18,1800,-0.15590062737464905,0.00044885207898914814,-0.022711265832185745,0.03158479556441307
19,1900,-9.849281923379749e-05,0.06747078895568848,0.010028592310845852,0.013778735883533955
20,2000,-0.10286306589841843,0.0023805038072168827,-0.014468404464423656,0.020681800320744514
21,2100,-0.22154903411865234,0.0,-0.03366968780755997,0.04592375457286835
22,2200,-0.13717183470726013,0.0001415019214618951,-0.020975429564714432,0.02855391427874565
23,2300,-0.005362579599022865,0.02785961702466011,0.003412409918382764,0.005513442680239677
24,2400,-0.000496727239806205,0.20020106434822083,0.030858341604471207,0.041918735951185226
25,2500,-0.4214951992034912,3.120918700005859e-05,-0.06574344635009766,0.08868851512670517
26,2600,-0.14563138782978058,6.222625961527228e-05,-0.0231827050447464,0.030889853835105896
27,2700,-0.0034578810445964336,0.1963634341955185,0.030180951580405235,0.041038911789655685
28,2800,-0.00027142552426084876,0.04912247508764267,0.00857541710138321,0.010813269764184952
29,2900,-0.0005001757526770234,0.2959023118019104,0.04780220240354538,0.06355258822441101
30,3000,-0.12157177925109863,6.737159856129438e-05,-0.020824477076530457,0.026778120547533035
31,3100,-0.0009783566929399967,0.40758025646209717,0.06657974421977997,0.08813972771167755
32,3200,-0.014046601951122284,0.1769285798072815,0.02587970532476902,0.03675702214241028
33,3300,-0.2466123402118683,0.00022962677758187056,-0.0416770800948143,0.054266709834337234
34,3400,-0.24310579895973206,7.387930963886902e-05,-0.04233263060450554,0.05437062308192253
35,3500,-0.21507452428340912,0.00028303288854658604,-0.037682972848415375,0.04829985648393631
36,3600,-0.1329403966665268,0.0003992563870269805,-0.024212099611759186,0.030445506796240807
37,3700,-0.0028663487173616886,0.24706706404685974,0.04156050086021423,0.054457854479551315
38,3800,-0.2741258144378662,0.001519586774520576,-0.04697849601507187,0.06102697178721428
39,3900,-0.26466456055641174,0.0028980802744627,-0.046965837478637695,0.06013664975762367
40,4000,-0.30892282724380493,0.0011690035462379456,-0.05367492511868477,0.06938064843416214
41,4100,-0.3105528950691223,2.117087205988355e-05,-0.05542682483792305,0.07068628072738647
42,4200,-0.0003323345154058188,0.27570027112960815,0.050399020314216614,0.06355298310518265
43,4300,-0.2269369661808014,0.008410912938416004,-0.038052283227443695,0.050297219306230545
44,4400,-0.00034224361297674477,0.1436932384967804,0.02606187015771866,0.03295256942510605
45,4500,-0.003158657578751445,0.3108862042427063,0.05642634257674217,0.0717906653881073
46,4600,-0.6122341156005859,0.00023473691544495523,-0.11159512400627136,0.14102396368980408
47,4700,-0.2705553472042084,0.007132652215659618,-0.04758082330226898,0.0615791380405426
48,4800,-4.6699646190973e-05,0.18725386261940002,0.03676985204219818,0.04481068253517151
49,4900,-0.0028114242013543844,0.18093979358673096,0.03320096433162689,0.04208032414317131
50,5000,-0.15969273447990417,6.843386654509231e-05,-0.030808288604021072,0.03811902552843094
